status,n,coef,se_hc3,p,ci_low,ci_high,ci_excludes_zero,full_r2,reduced_r2,delta_r2,full_aic,reduced_aic,delta_aic_full_minus_reduced,nested_f_p,focal_vif,mechanism_id,feature,feature_family,mechanism_type,moderator,controls_used,controls_omitted,bh_q,by_q,holm_p,primary_pass
FIT_OK,191,-0.4095612804909756,0.1005631659611262,6.956234766326587e-05,-0.6079956192311291,-0.21112694175082214,True,0.43558436412118606,0.40333751646731975,0.03224684765386632,454.7893277176506,463.4014168654759,-8.612089147825259,0.0015882582272628066,5.201762487853438,hinge_high_q75__p90_vpd,p90_vpd,baseline_vpd,hinge_high,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.005204528375169801,0.03794506761883728,0.056554188650235156,True
FIT_OK,191,0.3168542434761096,0.07992786729938635,0.00010608218220258493,0.1591381120985882,0.47457037485363096,True,0.45735683375589653,0.40750700654825256,0.04984982720764397,447.27558413694646,462.06201947901775,-14.786435342071286,7.129686104200227e-05,2.0139811355940536,quadratic__p10_temperature,p10_temperature,temperature,quadratic,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.006239039420409855,0.045487459308225876,0.08613873194849897,True
FIT_OK,191,0.36819439181993874,0.0935262576626835,0.00011766557696405029,0.18365239788602275,0.5527363857538548,True,0.4741624322286764,0.4066220697437839,0.06754036248489248,439.2668018775904,460.3470807915918,-21.080278914001383,3.006884457091018e-06,2.007201400465955,low_tail_q10__mat,mat,temperature,low_tail,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.006239039420409855,0.045487459308225876,0.09542678291784479,True
FIT_OK,191,0.36819439181993874,0.0935262576626835,0.00011766557696405029,0.18365239788602275,0.5527363857538548,True,0.4741624322286764,0.4066220697437839,0.06754036248489248,439.2668018775904,460.3470807915918,-21.080278914001383,3.006884457091018e-06,2.007201400465955,low_tail_q10__mean_annual_temperature,mean_annual_temperature,temperature,low_tail,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.006239039420409855,0.045487459308225876,0.09542678291784479,True
FIT_OK,191,0.36819439181993874,0.0935262576626835,0.00011766557696405029,0.18365239788602275,0.5527363857538548,True,0.4741624322286764,0.4066220697437839,0.06754036248489248,439.2668018775904,460.3470807915918,-21.080278914001383,3.006884457091018e-06,2.007201400465955,low_tail_q10__mean_temperature,mean_temperature,temperature,low_tail,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.006239039420409855,0.045487459308225876,0.09542678291784479,True
FIT_OK,191,-0.22744768890448908,0.057891258355276705,0.00012129359748062901,-0.3416762330076586,-0.11321914480131957,True,0.4086298729359168,0.3688164946080702,0.039813378327846594,461.6997013349021,472.1442190747936,-10.444517739891523,0.0006049716839731388,1.2993735613691961,high_tail_q75__median_vpd_sm_interaction_all,median_vpd_sm_interaction_all,baseline_vpd,high_tail,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.006239039420409855,0.045487459308225876,0.09800522676434824,True
FIT_OK,191,0.34117117780731343,0.08786125615870902,0.00014469819084289966,0.16780063900116415,0.5145417166134627,True,0.44900439959346894,0.4116037571072805,0.03740064248618846,450.1930848547754,460.7367766503656,-10.543691795590178,0.0005959233407672494,3.112186444642318,interaction_with_mean_annual_temperature__sd_precipitation,sd_precipitation,precipitation,interaction,mean_annual_temperature,aridity;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator;precipitation:omitted_same_family_as_focal_or_moderator,0.007005094768453318,0.05107259976398,0.11677144001022002,True
FIT_OK,191,-0.545407113977335,0.14261859034727992,0.00018035701084908635,-0.8268159898638827,-0.2639982380907873,True,0.4066220704131991,0.3688164946080702,0.03780557580512889,462.3470805761165,472.1442190747936,-9.7971384986771,0.0008408575757552772,7.868387496871037,linear__mean_vpd,mean_vpd,baseline_vpd,linear,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.0075707243361912745,0.055196480094314486,0.1453677507443636,True
FIT_OK,191,-0.294838228456772,0.0775931429078242,0.00019763814134357552,-0.4479416848086073,-0.14173477210493665,True,0.4131511811574051,0.3665896562229869,0.04656152493441823,460.2338038253859,472.8168881241487,-12.583084298762799,0.00020532740347802003,1.866983117111557,linear__soil_silt,soil_silt,soil_texture,linear,,aridity;mean_annual_temperature;mean_annual_precipitation;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,soil_texture:omitted_same_family_as_focal_or_moderator,0.0075707243361912745,0.055196480094314486,0.15909870378157828,True
FIT_OK,191,-0.294838228456772,0.0775931429078242,0.00019763814134357552,-0.4479416848086073,-0.14173477210493665,True,0.4131511811574051,0.3665896562229869,0.04656152493441823,460.2338038253859,472.8168881241487,-12.583084298762799,0.00020532740347802003,1.866983117111557,linear__soil_silt_mean,soil_silt_mean,soil_texture,linear,,aridity;mean_annual_temperature;mean_annual_precipitation;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,soil_texture:omitted_same_family_as_focal_or_moderator,0.0075707243361912745,0.055196480094314486,0.15909870378157828,True
FIT_OK,191,0.43106685482865825,0.11346666430615447,0.000198507776044207,0.20717093542864232,0.6549627742286742,True,0.44923524011321825,0.4067012207384134,0.04253401937480483,450.1130483214124,462.3216015016127,-12.208553180200283,0.0002579618536283227,4.368706180679949,hinge_low_q25__median_temperature,median_temperature,temperature,hinge_low,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0075707243361912745,0.055196480094314486,0.15940174416349823,True
FIT_OK,191,0.3197713720850413,0.08428591782528594,0.0002023765922189648,0.15345580108131168,0.48608694308877093,True,0.4532424269179659,0.41257198082827173,0.04067044608969417,448.7183139133313,460.4222215276764,-11.703907614345098,0.0003322777309360363,2.5142023320727906,interaction_with_mean_annual_temperature__p90_precipitation,p90_precipitation,precipitation,interaction,mean_annual_temperature,aridity;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator;precipitation:omitted_same_family_as_focal_or_moderator,0.0075707243361912745,0.055196480094314486,0.16230602695960977,True
FIT_OK,191,0.31937719517668434,0.08450865276606916,0.0002137348143746141,0.15262211672242626,0.4861322736309424,True,0.45126263856955595,0.391912614932884,0.05935002363667197,449.4086685179994,467.02411344049307,-17.61544492249368,1.758064369862096e-05,1.7186478883876894,interaction_with_mean_annual_precipitation__median_vpd,median_vpd,baseline_vpd,interaction,mean_annual_precipitation,aridity;mean_annual_temperature;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,precipitation:omitted_same_family_as_focal_or_moderator;baseline_vpd:omitted_same_family_as_focal_or_moderator,0.00764798922740467,0.05575980136193246,0.17120158631406587,True
FIT_OK,191,-0.4429066337068151,0.11807588381016103,0.00023728729569352398,-0.6758976071024393,-0.20991566031119088,True,0.4260832711071866,0.38905996197272985,0.03702330913445673,457.97776540704444,467.91803543048724,-9.940270023442793,0.0008085251982457825,5.2984536165875795,hinge_high_q90__p10_vpd,p10_vpd,baseline_vpd,hinge_high,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.008136976848157094,0.05932490217351555,0.1898298365548192,True
FIT_OK,191,0.38777986712077384,0.10370217642612016,0.00024774122152723503,0.18315153617715013,0.5924081980643976,True,0.4216284957833554,0.391912614932884,0.029715880850471388,459.45459438347393,467.02411344049307,-7.569519057019136,0.0027094405159864754,5.0603657384707414,hinge_low_q25__median_vpd,median_vpd,baseline_vpd,hinge_low,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.008155641012676577,0.05946097847739732,0.1979452360002608,True
FIT_OK,191,-0.21509432075261706,0.05807546571961137,0.00028201468012427117,-0.32968633491394106,-0.10050230659129303,True,0.4051470518068717,0.3688164946080702,0.036330557198801516,462.82127915787106,472.1442190747936,-9.322939916922564,0.001070971996249919,1.2734615262536062,high_tail_q75__median_vpd_sm_interaction,median_vpd_sm_interaction,baseline_vpd,high_tail,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.008926849297779815,0.06508368785987718,0.2250477147391684,True
FIT_OK,191,-0.4895390353072273,0.13424681878936642,0.0003472809740046709,-0.7544290911889302,-0.22464897942552442,True,0.40333751646731975,0.3688164946080702,0.034521021859249545,463.4014168654759,472.1442190747936,-8.742802209317745,0.0014411349687845508,6.942102353361273,linear__p90_vpd,p90_vpd,baseline_vpd,linear,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.010585638577994227,0.07717755436725016,0.27678293628172274,True
FIT_OK,191,0.29921338998378877,0.08578163744924151,0.0006114857375577121,0.12994641891539704,0.4684803610521805,True,0.4420208419647834,0.4066220704131991,0.03539877155158433,452.5986890026394,462.3470805761165,-9.748391573477136,0.000891078109288807,2.529145753409174,quadratic__mat,mat,temperature,quadratic,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.016753839094892194,0.12214854286581976,0.48674264709593884,True
FIT_OK,191,0.29921338998378877,0.08578163744924151,0.0006114857375577121,0.12994641891539704,0.4684803610521805,True,0.4420208419647834,0.4066220704131991,0.03539877155158433,452.5986890026394,462.3470805761165,-9.748391573477136,0.000891078109288807,2.529145753409174,quadratic__mean_annual_temperature,mean_annual_temperature,temperature,quadratic,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.016753839094892194,0.12214854286581976,0.48674264709593884,True
FIT_OK,191,0.2992056668738336,0.08578506023265199,0.0006119766512341443,0.12993194186371562,0.4684793918839516,True,0.4420167057230454,0.4066220700635773,0.0353946356594681,452.60010486061975,462.34708068865484,-9.74697582803509,0.0008917178692292482,2.5293107111124615,quadratic__mean_temperature,mean_temperature,temperature,quadratic,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.016753839094892194,0.12214854286581976,0.48674264709593884,True
FIT_OK,191,0.35196016772031946,0.10117498579071095,0.0006310680582523184,0.15232603201702527,0.5515943034236137,True,0.4266370159386721,0.3688164946080702,0.05782052133060189,455.7933896705391,472.1442190747936,-16.35082940425451,3.1213333035745887e-05,2.1424220468962307,low_tail_q10__p10_vpd,p10_vpd,baseline_vpd,low_tail,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.016753839094892194,0.12214854286581976,0.5004369701940885,True
FIT_OK,191,0.4036104898330087,0.11667581062739024,0.0006762331351920704,0.17338218399618366,0.6338387956698337,True,0.42839192062076836,0.38905996197272985,0.03933195864803851,457.2078952987496,467.91803543048724,-10.71014013173766,0.0005479126794465081,4.141706467276699,hinge_low_q25__p10_vpd,p10_vpd,baseline_vpd,hinge_low,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.0172393188972373,0.12568806894765494,0.5355766430721197,True
FIT_OK,191,-0.2646580885791124,0.07664736379328635,0.0006912485098527714,-0.41590102932320294,-0.1134151478350218,True,0.42902265618055413,0.40333751646731975,0.025685139713234384,456.997021780306,463.4014168654759,-6.404395085169881,0.004947628476697557,2.7270205508852374,quadratic__p90_vpd,p90_vpd,baseline_vpd,quadratic,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.0172393188972373,0.12568806894765494,0.5467775712935422,True
FIT_OK,191,0.27024611927773134,0.07869940130321465,0.0007383960952779348,0.11495403486895125,0.4255382036865114,True,0.4602064353597646,0.41257198082827184,0.04763445453149273,446.26993614261244,460.4222215276764,-14.152285385063976,9.772675095936005e-05,1.5331962064641451,interaction_with_mean_vpd__p90_precipitation,p90_precipitation,precipitation,interaction,mean_vpd,aridity;mean_annual_temperature;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,precipitation:omitted_same_family_as_focal_or_moderator;baseline_vpd:omitted_same_family_as_focal_or_moderator,0.017873529012168834,0.13031195491020242,0.5833329152695685,True
FIT_OK,191,0.17433731307063433,0.05133664989845372,0.0008406025305653061,0.07304204080264108,0.27563258533862756,True,0.3935083162259523,0.3688164946080702,0.02469182161788208,466.5222455421423,472.1442190747936,-5.621973532651339,0.007277944020820862,1.230913587464007,linear__env_mean_vpd_quartile_vpd_q3,env_mean_vpd_quartile_vpd_Q3,baseline_vpd,linear,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.6632353966160265,True
FIT_OK,191,0.29666868121439904,0.08752997629821929,0.0008608610286086961,0.12395183404003093,0.4693855283887671,True,0.45451460525868015,0.4066220704131991,0.04789253484548106,448.27338328870945,462.3470805761165,-14.073697287407072,0.00010162557513110504,1.8377040742873858,interaction_with_mean_annual_precipitation__mean_vpd,mean_vpd,baseline_vpd,interaction,mean_annual_precipitation,aridity;mean_annual_temperature;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,precipitation:omitted_same_family_as_focal_or_moderator;baseline_vpd:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.6783584905436525,True
FIT_OK,191,0.29666868121439877,0.08752997629821936,0.0008608610286087117,0.12395183404003052,0.469385528388767,True,0.45451460525868004,0.4066220704131991,0.04789253484548095,448.2733832887095,462.3470805761165,-14.073697287407015,0.00010162557513110613,1.8377040742873854,interaction_with_mean_vpd__mean_annual_precipitation,mean_annual_precipitation,precipitation,interaction,mean_vpd,aridity;mean_annual_temperature;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,precipitation:omitted_same_family_as_focal_or_moderator;baseline_vpd:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.6783584905436525,True
FIT_OK,191,0.29895414205728166,0.08836881128073723,0.0008796633807519966,0.12458207983993846,0.47332620427462485,True,0.45451610484564997,0.406181405028643,0.048334699817007,448.27285821231385,462.48887191491264,-14.216013702598786,9.467590169752326e-05,1.8490562554762813,interaction_with_mean_vpd__mean_precipitation,mean_precipitation,precipitation,interaction,mean_vpd,aridity;mean_annual_temperature;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,precipitation:omitted_same_family_as_focal_or_moderator;baseline_vpd:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.6914154172710694,True
FIT_OK,191,-0.30566380864358944,0.09079186685568719,0.000929298424429794,-0.4848104201006654,-0.1265171971865135,True,0.4292864533818356,0.3688164946080702,0.060469958773765375,454.9087574930748,472.1442190747936,-17.235461581718823,2.011359579180337e-05,1.5450707394072059,high_tail_q90__p90_vpd,p90_vpd,baseline_vpd,high_tail,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.7294992631773883,True
FIT_OK,191,0.40813510352138527,0.12173541443831748,0.0009757022504810303,0.16792303149230836,0.6483471755504622,True,0.506013347520907,0.4066220704131991,0.0993912771077079,429.3323844306094,462.3470805761165,-33.014696145507116,9.662438354201438e-09,1.6759444850064593,hinge_low_q10__growing_season_mean_lai,growing_season_mean_lai,canopy_structure,hinge_low,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,,0.01870175613764171,0.13635037607238853,0.7649505643771277,True
FIT_OK,191,0.40813510352138527,0.12173541443831748,0.0009757022504810303,0.16792303149230836,0.6483471755504622,True,0.506013347520907,0.4066220704131991,0.0993912771077079,429.3323844306094,462.3470805761165,-33.014696145507116,9.662438354201438e-09,1.6759444850064593,hinge_low_q10__lai,lai,canopy_structure,hinge_low,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,,0.01870175613764171,0.13635037607238853,0.7649505643771277,True
FIT_OK,198,0.201721193779607,0.060477262453215365,0.0010259407209973145,0.08241995440079668,0.32102243315841733,True,0.4176579035798679,0.38626475590819465,0.03139314767167323,474.8416116882596,483.2377139587271,-8.396102270467509,0.0017029920478172924,1.2961885964874662,high_tail_q75__soil_sand,soil_sand,soil_texture,high_tail,,aridity;mean_annual_temperature;mean_annual_precipitation;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,soil_texture:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.8022856438199,True
FIT_OK,198,0.201721193779607,0.060477262453215365,0.0010259407209973145,0.08241995440079668,0.32102243315841733,True,0.4176579035798679,0.38626475590819465,0.03139314767167323,474.8416116882596,483.2377139587271,-8.396102270467509,0.0017029920478172924,1.2961885964874662,high_tail_q75__soil_sand_mean,soil_sand_mean,soil_texture,high_tail,,aridity;mean_annual_temperature;mean_annual_precipitation;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,soil_texture:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.8022856438199,True
FIT_OK,191,0.2939282168202627,0.088218800015548,0.0010471036176435144,0.11985216145519889,0.46800427218532653,True,0.4587272566400743,0.4033375164673195,0.055389740172754776,446.792611411793,463.4014168654759,-16.608805453682862,2.8899863591619825e-05,1.5597436704647178,interaction_with_mean_annual_precipitation__p90_vpd,p90_vpd,baseline_vpd,interaction,mean_annual_precipitation,aridity;mean_annual_temperature;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,precipitation:omitted_same_family_as_focal_or_moderator;baseline_vpd:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.8167408217619413,True
FIT_OK,191,0.22627250713660507,0.06810644815963353,0.0010800600212444997,0.09188778933397646,0.3606572249392337,True,0.4066220704131991,0.3665896562229869,0.040032414190212195,462.3470805761165,472.8168881241487,-10.469807548032179,0.0005972537477457762,1.2789447881562694,linear__soil_texture_pc1,soil_texture_pc1,soil_texture,linear,,aridity;mean_annual_temperature;mean_annual_precipitation;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,soil_texture:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.8413667565494652,True
FIT_OK,191,0.22621518408612667,0.0680929150077173,0.001080722182360758,0.09185716931750418,0.36057319885474914,True,0.4066176595347477,0.3665896562229869,0.04002800331176082,462.34850037050205,472.8168881241487,-10.468387753646653,0.0005976843941606233,1.2784377255231403,linear__soil_sand,soil_sand,soil_texture,linear,,aridity;mean_annual_temperature;mean_annual_precipitation;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,soil_texture:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.8413667565494652,True
FIT_OK,191,0.22621518408612667,0.0680929150077173,0.001080722182360758,0.09185716931750418,0.36057319885474914,True,0.4066176595347477,0.3665896562229869,0.04002800331176082,462.34850037050205,472.8168881241487,-10.468387753646653,0.0005976843941606233,1.2784377255231403,linear__soil_sand_mean,soil_sand_mean,soil_texture,linear,,aridity;mean_annual_temperature;mean_annual_precipitation;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,soil_texture:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.8413667565494652,True
FIT_OK,191,-0.22601277999582725,0.06808805651243888,0.0010907464089997595,-0.36036120819027684,-0.09166435180137766,True,0.4065563907903268,0.3665896562229869,0.0399667345673399,462.36822075190764,472.8168881241487,-10.448667372241061,0.0006036984278961137,1.2781073378755705,linear__soil_texture_fine_index,soil_texture_fine_index,soil_texture,linear,,aridity;mean_annual_temperature;mean_annual_precipitation;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,soil_texture:omitted_same_family_as_focal_or_moderator,0.01870175613764171,0.13635037607238853,0.8464192133838133,True
